word,url,width,height
impending,http://media0.giphy.com/media/kH3o9VGBZfQyY/200_d.gif,300,168
transfer,http://media0.giphy.com/media/JpYj9gefuUj84/200_d.gif,360,203
defend,http://media0.giphy.com/media/zuM54PnEFGPE4/200_d.gif,433,344
present,http://media0.giphy.com/media/VQ9wyrv2J5YCQ/200_d.gif,200,150
desert,http://media0.giphy.com/media/5HPBnB7jDbaAE/200_d.gif,450,225
standpoint,http://media0.giphy.com/media/oSasdLTj3c4Ks/200_d.gif,215,340
"""dangerous",http://media0.giphy.com/media/GRxXTsCFyz8ac/200_d.gif,301,284
"class""",http://media0.giphy.com/media/o8KxrbAvNVW0M/200_d.gif,250,197
scum,http://media0.giphy.com/media/Mt3D2m2IfzqA8/200_d.gif,420,177
passively,none,,
rotting,http://media0.giphy.com/media/ZuugYvQHUtY5y/200_d.gif,257,240
thrown,http://media0.giphy.com/media/HwOJcKoAFtkY/200_d.gif,317,233
lowest,http://media0.giphy.com/media/jfppWEza8SYrS/200_d.gif,500,249
layers,http://media0.giphy.com/media/IYgMHLSLoWtvW/200_d.gif,600,496
may,http://media0.giphy.com/media/TLhaUEtyKNbLq/200_d.gif,500,258
revolution,http://media0.giphy.com/media/UDiYKr38WPXZ6/200_d.gif,500,278
prepare,http://media0.giphy.com/media/qyKabQsNV9iDu/200_d.gif,309,220
bribed,http://media0.giphy.com/media/YUwej6SRpWtwI/200_d.gif,640,360
tool,http://media0.giphy.com/media/FMtyrWaSwIauQ/200_d.gif,250,191
intrigue,http://media0.giphy.com/media/AEnLlzSidoSOY/200_d.gif,500,240
virtually,http://media0.giphy.com/media/3sgH2u6VizC48/200_d.gif,245,176
wife,http://media0.giphy.com/media/GoGgJcDOCvfVe/200_d.gif,320,214
children,http://media0.giphy.com/media/aqGIq8wtZDF9S/200_d.gif,468,240
anything,http://media0.giphy.com/media/2gFM7CtCNfzP2/200_d.gif,320,168
france,http://media0.giphy.com/media/Zw4yKKqNmYPug/200_d.gif,400,202
germany,http://media0.giphy.com/media/C32ismWGbvqYo/200_d.gif,640,360
trace,http://media0.giphy.com/media/5RJoChOVnpw4/200_d.gif,480,270
law,http://media0.giphy.com/media/1u9OYndEN4D2U/200_d.gif,400,247
morality,http://media0.giphy.com/media/rOTJP7dnmtvlm/200_d.gif,480,360
religion,http://media0.giphy.com/media/shTWiRAscNs1q/200_d.gif,270,232
behind,http://media0.giphy.com/media/YAyyBLw3fs8YE/200_d.gif,245,252
lurk,http://media0.giphy.com/media/UvxyW9OZ9pYVq/200_d.gif,260,177
ambush,http://media0.giphy.com/media/310ID5lIe1Dq0/200_d.gif,400,238
sought,http://media0.giphy.com/media/gLanDsLuUiaVq/200_d.gif,499,270
fortify,none,,
subjecting,none,,
appropriation,http://media0.giphy.com/media/3Ln0Ji5Vg7jIA/200_d.gif,500,334
masters,http://media0.giphy.com/media/pQLCN5IxLjBfi/200_d.gif,300,213
except,http://media0.giphy.com/media/aJNbRvelEs4F2/200_d.gif,500,358
abolishing,http://media0.giphy.com/media/14yPEzDwt8lhFm/200_d.gif,245,150
previous,http://media0.giphy.com/media/vvTNl8IHHGseI/200_d.gif,250,197
nothing,http://media0.giphy.com/media/C8PM9cAmZNqJG/200_d.gif,640,426
secure,http://media0.giphy.com/media/ODWiL9M48IHlu/200_d.gif,290,218
mission,http://media0.giphy.com/media/w9JiAklh1IRP2/200_d.gif,298,233
securities,http://media0.giphy.com/media/h5qHrlDmZcTSw/200_d.gif,460,288
insurances,http://media0.giphy.com/media/Gb2WCmocuVVDi/200_d.gif,165,337
movements,http://media0.giphy.com/media/12wRdeNaLYBzQA/200_d.gif,260,146
minorities,http://media0.giphy.com/media/XNbsCB0N8pD9u/200_d.gif,480,259
self-conscious,http://media3.giphy.com/media/Hw0XADPYqidoI/200_d.gif,640,480
majority,http://media0.giphy.com/media/dku1nGkgEPAqY/200_d.gif,500,213
stratum,none,,
stir,http://media0.giphy.com/media/2ff9rJcWZh2Tu/200_d.gif,500,375
raise,http://media0.giphy.com/media/TP0efSHjsL8WI/200_d.gif,400,260
superincumbent,none,,
official,http://media0.giphy.com/media/sL6057xgwS6fS/200_d.gif,495,323
sprung,http://media0.giphy.com/media/DoLv7lt6h9LTG/200_d.gif,370,232
though,http://media0.giphy.com/media/H6GcUynRxVvBC/200_d.gif,500,350
substance,http://media0.giphy.com/media/lI9BwmGjFtvIk/200_d.gif,500,451
matters,http://media0.giphy.com/media/10OjN0u1xvQcyA/200_d.gif,399,202
depicting,http://media0.giphy.com/media/vpa5UIlaT6LkI/200_d.gif,340,190
phases,http://media0.giphy.com/media/YcaUWWTdNHsMo/200_d.gif,640,642
traced,http://media0.giphy.com/media/UVHOn3gnwq7Bu/200_d.gif,300,147
civil,http://media0.giphy.com/media/73GnJEE4ud0cw/200_d.gif,160,155
raging,http://media0.giphy.com/media/8HtA4Z3Txnooo/200_d.gif,480,270
point,http://media0.giphy.com/media/LxWmCVuJmLbHy/200_d.gif,259,187
overthrow,http://media0.giphy.com/media/lIn5o6ldFmnxC/200_d.gif,360,360
lays,http://media0.giphy.com/media/Lgnz4f999dzvG/200_d.gif,320,180
based,http://media0.giphy.com/media/IZ2Bf5Pg0ZSIE/200_d.gif,460,345
antagonism,http://media0.giphy.com/media/MoeJR8ATmIUoM/200_d.gif,450,253
oppressing,http://media0.giphy.com/media/3Fct5moEft13W/200_d.gif,500,281
oppress,none,,
assured,http://media0.giphy.com/media/bhzxvzDMi1HsQ/200_d.gif,160,160
continue,http://media0.giphy.com/media/VK8YO84X2U480/200_d.gif,385,214
slavish,none,,
serfdom,none,,
membership,none,,
yoke,none,,
absolutism,none,,
managed,http://media0.giphy.com/media/NRNT8nZuAPHYA/200_d.gif,500,211
develop,http://media0.giphy.com/media/ht3WLPGGo91Fm/200_d.gif,500,487
instead,http://media0.giphy.com/media/OY7AeiyDE76oM/200_d.gif,500,375
process,http://media0.giphy.com/media/fa1EB2EouM4iQ/200_d.gif,1280,720
sinks,http://media0.giphy.com/media/XprLmomfsd2VO/200_d.gif,450,253
deeper,http://media0.giphy.com/media/zU2Bfogy89nb2/200_d.gif,800,800
below,http://media0.giphy.com/media/ctozGeM1XZCw0/200_d.gif,250,141
pauper,http://media0.giphy.com/media/11yFKXIG55sA4E/200_d.gif,1035,706
pauperism,none,,
develops,http://media0.giphy.com/media/ht3WLPGGo91Fm/200_d.gif,500,487
evident,http://media0.giphy.com/media/GHUwY93ZBEkVO/200_d.gif,500,300
unfit,http://media0.giphy.com/media/2qYhoOJkH9Op2/200_d.gif,886,1280
impose,http://media0.giphy.com/media/cQ16skYXC5Dva/200_d.gif,434,434
overriding,none,,
incompetent,http://media0.giphy.com/media/rbRBFMvI8vgFa/200_d.gif,800,730
assure,http://media3.giphy.com/media/NKkqOTFm75tdu/200_d.gif,245,130
slavery,http://media0.giphy.com/media/jtakWM0WRXOgw/200_d.gif,500,281
letting,http://media0.giphy.com/media/10vyBQJj2V9biM/200_d.gif,500,281
feed,http://media0.giphy.com/media/duYB5Ilv9h5v2/200_d.gif,400,400
fed,http://media0.giphy.com/media/OQZWg9e0UieEE/200_d.gif,300,188
formation,http://media0.giphy.com/media/v1lPO6HyjEYeY/200_d.gif,156,144
augmentation,http://media0.giphy.com/media/EOoYEbmBrilpu/200_d.gif,500,225
rests,http://media0.giphy.com/media/kJ4XqN0YhgEIE/200_d.gif,360,237
exclusively,http://media2.giphy.com/media/pTmeZq8Yn9xV6/200_d.gif,324,296
involuntary,http://media0.giphy.com/media/QSR7ozLl8RtBu/200_d.gif,360,360
promoter,http://media0.giphy.com/media/edOqbJu1Beww/200_d.gif,392,202
replaces,http://media0.giphy.com/media/5L5eRJT0xNUuk/200_d.gif,285,125
isolation,http://media0.giphy.com/media/10ZukPQCtSka0U/200_d.gif,245,125
due,http://media0.giphy.com/media/Ix43carbKlPYk/200_d.gif,483,220
combination,http://media0.giphy.com/media/3RDwD9mi7obTi/200_d.gif,426,227
very,http://media0.giphy.com/media/vbQKgcUSf7I1q/200_d.gif,500,281
produces,http://media0.giphy.com/media/qTKXclexpRV9C/200_d.gif,300,225
appropriates,http://media0.giphy.com/media/UB2GxvYsswbBu/200_d.gif,200,179
grave-diggers,http://media0.giphy.com/media/wAS4xw6GB7jqg/200_d.gif,310,174
fall,http://media0.giphy.com/media/13dPYZgjedO0Io/200_d.gif,314,177
equally,http://media0.giphy.com/media/AuMs6Az9AOw4U/200_d.gif,245,231
inevitable,http://media0.giphy.com/media/JvcYjJ2ZEjnGM/200_d.gif,314,209
footnotes,none,,
meant,http://media1.giphy.com/media/9E3uoNnM2S8xO/200_d.gif,300,300
owners,http://media0.giphy.com/media/tErTsby0vrgje/200_d.gif,500,210
employers,http://media0.giphy.com/media/pj8ifKl0jExu8/200_d.gif,234,156
having,http://media0.giphy.com/media/RXKdrmd8U4W64/200_d.gif,250,195
selling,http://media0.giphy.com/media/eE70fEkkvabE4/200_d.gif,266,400
[note,http://media0.giphy.com/media/SDUtXfMpZq3eM/200_d.gif,260,195
engels,http://media2.giphy.com/media/SouT28Ay62JC8/200_d.gif,500,631
1888,http://media0.giphy.com/media/LMeVjYYdUkOoE/200_d.gif,500,375
edition],http://media0.giphy.com/media/rFUYsD8yLbmfK/200_d.gif,480,360
_written_,http://media3.giphy.com/media/12Q9WxwoqLrOGQ/200_d.gif,260,173
1847,http://media0.giphy.com/media/NmFVvKJEHPQk0/200_d.gif,281,194
pre-history,http://media0.giphy.com/media/FduwiLTFkcTFS/200_d.gif,245,245
recorded,http://media0.giphy.com/media/8rjkwJjsr4CS4/200_d.gif,400,225
unknown,http://media0.giphy.com/media/G01C8D3FPUYTK/200_d.gif,422,571
august,http://media0.giphy.com/media/uysHTqjZ67REQ/200_d.gif,500,205
von,http://media0.giphy.com/media/11dMl3pGfjBX7W/200_d.gif,347,228
haxthausen,none,,
(1792-1866),none,,
discovered,http://media0.giphy.com/media/xHuC0I0DeFWCI/200_d.gif,600,733
ownership,http://media0.giphy.com/media/TZ0NYK8plkMjm/200_d.gif,320,180
russia,http://media0.giphy.com/media/S5OfzNuQzftyo/200_d.gif,450,266
georg,http://media0.giphy.com/media/PD9VfPuKCs2Kk/200_d.gif,256,288
ludwig,http://media0.giphy.com/media/E71koETKETL2/200_d.gif,476,200
maurer,http://media0.giphy.com/media/unTAuAb3THhu/200_d.gif,621,934
proved,http://media0.giphy.com/media/3G8X3bik5QRwY/200_d.gif,245,175
teutonic,http://media0.giphy.com/media/7lRHPWvlm6TEA/200_d.gif,500,538
races,http://media0.giphy.com/media/6ngw5lnUZuzhS/200_d.gif,600,400
started,http://media0.giphy.com/media/gitGu9yAxOZgI/200_d.gif,625,352
village,http://media0.giphy.com/media/angHCYmoPPNBK/200_d.gif,400,430
communities,http://media2.giphy.com/media/XzWWbSzits3Ly/200_d.gif,160,90
primitive,http://media1.giphy.com/media/f2b7xrXjTf74k/200_d.gif,394,280
india,http://media0.giphy.com/media/rAIW58pjOuUW4/200_d.gif,479,358
ireland,http://media0.giphy.com/media/sZZdw9OGsP4Fq/200_d.gif,280,158
inner,http://media0.giphy.com/media/lLuw42TtDAbi8/200_d.gif,560,696
laid,http://media0.giphy.com/media/lsqV01WwL5Gve/200_d.gif,260,146
bare,http://media0.giphy.com/media/qNMZxmWrFQAKY/200_d.gif,500,288
typical,http://media0.giphy.com/media/iHuJSbCYwHb2M/200_d.gif,500,380
lewis,http://media0.giphy.com/media/7nrGqKxjaWmwU/200_d.gif,260,173
henry,http://media0.giphy.com/media/Pm0rZlGfBCBxK/200_d.gif,300,400
morgan's,http://media0.giphy.com/media/GHeWoVatYBcwo/200_d.gif,500,281
(1818-1861),none,,
crowning,http://media0.giphy.com/media/R3GpPpbmhY6WI/200_d.gif,400,225
true,http://media0.giphy.com/media/lBNnGL7bTRgpa/200_d.gif,260,195
nature,http://media0.giphy.com/media/myRO25N0NRToI/200_d.gif,352,142
gens,http://media0.giphy.com/media/lmxWgF74ZTNyE/200_d.gif,400,440
tribe,http://media0.giphy.com/media/f5TYk4Uibbsis/200_d.gif,500,276
primeaval,none,,
differentiated,none,,
attempted,http://media0.giphy.com/media/8lvxzT5r8T8ju/200_d.gif,245,140
retrace,http://media0.giphy.com/media/ZnQWRyzuY9XYk/200_d.gif,500,367
_der,http://media0.giphy.com/media/GY4LyoYvCKJ9e/200_d.gif,313,180
ursprung,none,,
der,http://media0.giphy.com/media/GY4LyoYvCKJ9e/200_d.gif,313,180
familie,http://media0.giphy.com/media/CNCZO3VqVCdsA/200_d.gif,440,319
des,http://media0.giphy.com/media/r7xDvvjkpU0Pm/200_d.gif,320,180
privateigenthumus,none,,
und,http://media0.giphy.com/media/ik6VIJnxt8Ejm/200_d.gif,427,240
staats_,none,,
second,http://media0.giphy.com/media/iHks0I9e2D9Ha/200_d.gif,425,233
edition,http://media0.giphy.com/media/rFUYsD8yLbmfK/200_d.gif,480,360
stuttgart,http://media0.giphy.com/media/wn1oOZ1gIGONG/200_d.gif,400,225
